Supplementary Data VII. Full ancient genomes dataset																					
Sample details for all ancient genomes imputed and analysed in this study, including published data (publication source in column 'Data source')																					
																					
Age (upper), Age (lower), Age average, Dating: radiocarbon date ranges (upper and lower bounds) for 95%CI and mean; dating source (direct date or context)																					
Y haplogroup major & Y haplogroup derived: Y-chromosomal haplogroup - major clade and derived subclade (where relevant) 																					
Coverage: Autosomal genome gepth of coverage (x)																					
Average GP: average genotype probability for called and imputed genotypes																					
Flag: flags used to mark samples in analyses (low coverage; low GP; close relationship to other sample; 0=no flag - see Methods)																					
IBD clustering: labels used for IBD clustering analysis (see Supplementary Note 3f)																					
																		IBD clustering			
Individual ID	Site	Country	Region	Group label	Latitude	Longitude	Data source	Age (upper)	Age (lower)	Age average	Dating	Sex	Y haplogroup (major)	Y haplogroup (derived)	Coverage	Average GP	Flag	Cluster ID	Cluster fine	Cluster global	Cluster group
NEO595	Pandebjerg	Denmark	NorthernEurope	Denmark_Neolithic	55.789	11.292	thisStudy	5,601	5,488	5,545	direct	XY	I2a	I2a1a2	0.22	0.989	0	2.4.1.2.2.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO23	Jorløse mose	Denmark	NorthernEurope	Denmark_Neolithic	55.601	11.312	thisStudy	5,593	5,478	5,536	direct	XY	I2a	I2a1a2	3.34	0.996	0	2.4.1.1.1.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO571	Grøfte	Denmark	NorthernEurope	Denmark_Neolithic	55.404	11.497	thisStudy	5,594	5,475	5,535	direct	XX			0.06	0.969	lowcov;lowGpAvg				
NEO564	Bygholm Nørremark	Denmark	NorthernEurope	Denmark_Neolithic	55.875	9.812	thisStudy	5,594	5,475	5,535	direct	XY	I2a	I2a1a	0.08	0.976	lowcov;lowGpAvg				
NEO753	Sigersdal Mose 2	Denmark	NorthernEurope	Denmark_Neolithic	55.772	12.213	thisStudy	5,589	5,476	5,533	direct	XX			0.16	0.985	0	2.4.1.2.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO7	Sigersdal Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.761	12.258	thisStudy	5,601	4,879	5,240	direct	XY	CT	CT	0.01	0.955	lowcov;lowGpAvg				
NEO41	Rude	Denmark	NorthernEurope	Denmark_Neolithic	55.994	10.248	thisStudy	5,588	5,474	5,531	direct	XY	I	I	0.02	0.959	lowcov;lowGpAvg				
NEO942	Tissøe	Denmark	NorthernEurope	Denmark_Neolithic	55.575	11.294	thisStudy	5,658	5,332	5,495	direct	XX			0.89	0.993	0	2.4.1.2.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO28	Salpetermosen syd 8	Denmark	NorthernEurope	Denmark_Neolithic	55.91	12.307	thisStudy	5,585	5,336	5,461	direct	XY	I2a	I2a1a2	0.92	0.994	0	2.4.1.1.1.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO886	Dalmosegaard	Denmark	NorthernEurope	Denmark_Neolithic	54.989	12.419	thisStudy	5,589	5,327	5,458	direct	XY	I2a	I2a1a2	0.27	0.989	0	2.4.1.2.1.6	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO866	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	54.865	11.841	thisStudy	5,583	5,330	5,457	direct	XY	R1b	R1b1a	1.52	0.994	0	2.4.1.1.1.5	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO865	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	54.865	11.841	thisStudy	5,315	5,052	5,184	direct	XY	I2	I2	0.09	0.979	lowcov;lowGpAvg				
NEO757	Sejerby (Sejerø)	Denmark	NorthernEurope	Denmark_Neolithic	55.902	11.118	thisStudy	5,582	5,322	5,452	direct	XX			0.13	0.981	0	2.4.1.2.1.5	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO945	Læsten Mose	Denmark	NorthernEurope	Denmark_Neolithic	56.485	9.827	thisStudy	5,576	5,311	5,444	direct	XX			1.38	0.993	0	2.4.1.1.1.8	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO896	Mandemarke	Denmark	NorthernEurope	Denmark_Neolithic	54.969	12.494	thisStudy	5,567	5,320	5,444	direct	XX			0.12	0.981	0	2.4.1.2.1.7	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO933	Sludegård Sømose	Denmark	NorthernEurope	Denmark_Neolithic	55.253	10.746	thisStudy	5,579	5,297	5,438	direct	XY	I2	I2	0.52	0.992	0	2.4.1.1.2.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO43	Rude	Denmark	NorthernEurope	Denmark_Neolithic	55.994	10.248	thisStudy	5,464	5,319	5,392	direct	XY	I	I	0.11	0.980	0	2.4.1.2.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO888	Elkenøre	Denmark	NorthernEurope	Denmark_Neolithic	54.732	11.986	thisStudy	5,466	5,311	5,389	direct	XX			0.06	0.971	lowcov;lowGpAvg				
NEO795	Porsmose	Denmark	NorthernEurope	Denmark_Neolithic	55.276	11.875	thisStudy	5,600	5,059	5,330	direct	XY	I2a	I2a1a2	0.03	0.966	lowcov;lowGpAvg				
NEO744	Vig Femhøve	Denmark	NorthernEurope	Denmark_Neolithic	55.856	11.59	thisStudy	5,576	5,150	5,363	direct	XY	Q1b	Q1b2	0.22	0.984	0	2.4.1.2.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO702	Jørlundegård	Denmark	NorthernEurope	Denmark_Neolithic	55.828	12.166	thisStudy	5,470	5,071	5,271	direct	XY	I	I	0.15	0.975	lowGpAvg				
NEO935	Vibygårds Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.564	12.016	thisStudy	5,442	5,053	5,248	direct	XY	I2a	I2a1a2	5.03	0.996	0	2.4.1.1.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO597	Storelyng (Øgårde boat III)	Denmark	NorthernEurope	Denmark_Neolithic	55.587	11.574	thisStudy	5,448	4,979	5,214	direct	XY	I2a	I2a1a2	0.18	0.986	0	2.4.1.2.1.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO594	Neverkær mose	Denmark	NorthernEurope	Denmark_Neolithic	55.391	10.078	thisStudy	5,310	5,051	5,181	direct	XY	I2a	I2a1b1a2	0.05	0.974	lowcov;lowGpAvg				
NEO961	Avlebjerg (Strøby)	Denmark	NorthernEurope	Denmark_Neolithic	55.368	12.287	thisStudy	5,305	4,992	5,149	direct	XX			0.02	0.961	lowcov;lowGpAvg				
NEO599	Vanløse mose	Denmark	NorthernEurope	Denmark_Neolithic	55.553	11.684	thisStudy	5,305	4,976	5,141	direct	XY	Q1b	Q1b	0.19	0.987	0	2.4.1.2.1.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO602	Storelyng (Østrup Homo II)	Denmark	NorthernEurope	Denmark_Neolithic	55.589	11.576	thisStudy	5,299	4,979	5,139	direct	XY	I2	I2	0.09	0.978	lowcov;lowGpAvg				
NEO33	Vittrup	Denmark	NorthernEurope	Denmark_Neolithic	57.391	9.761	thisStudy	5,288	4,990	5,139	direct	XY	I2a	I2a1a	0.05	0.970	lowcov;lowGpAvg				
NEO566	Døjringe	Denmark	NorthernEurope	Denmark_Neolithic	55.484	11.579	thisStudy	5,291	4,978	5,135	direct	XY	I2a	I2a1a	0.02	0.958	lowcov;lowGpAvg				
NEO898	Svinninge Vejle	Denmark	NorthernEurope	Denmark_Neolithic	55.736	11.425	thisStudy	5,291	4,871	5,081	direct	XY	I2a	I2a1a2	3.80	0.996	0	4.1.2.3.3	Sweden_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO25	Kainsbakke II	Denmark	NorthernEurope	Denmark_Neolithic	56.433	10.789	thisStudy	5,265	4,867	5,066	direct	XX			0.36	0.992	0	2.4.1.1.1.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO925	Myrebjerg mose	Denmark	NorthernEurope	Denmark_Neolithic	54.771	10.675	thisStudy	5,027	4,866	4,947	context	XX			0.29	0.991	0	2.4.1.2.1.8	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO878	Kyndeløse	Denmark	NorthernEurope	Denmark_Neolithic	55.703	11.855	thisStudy	4,151	3,924	4,038	direct	XX			0.28	0.987	0	1.2.1.3.1.7	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO943	Stenderup Hage	Denmark	NorthernEurope	Denmark_Neolithic	55.46	9.694	thisStudy	4,818	4,415	4,617	direct	XY	I2a	I2a1b1a1b	1.75	0.993	0	2.4.1.1.1.7	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO580	Klokkehøj	Denmark	NorthernEurope	Denmark_Neolithic	55.108	10.111	thisStudy	4,802	4,421	4,612	direct	XX			0.01	0.953	lowcov;lowGpAvg				
NEO792	Næs	Denmark	NorthernEurope	Denmark_Neolithic	54.87	12.116	thisStudy	4,577	4,415	4,496	direct	XY	I2a	I2a1a2	0.25	0.989	0	1.2.3.2.2.2	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO876	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4,513	4,256	4,385	direct	XY	R1a	R1a	0.05	0.970	lowcov;lowGpAvg				
NEO870	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4,404	4,105	4,255	direct	XY	R1b	R1b1a1b1a1	0.58	0.993	0	1.2.1.3.1.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO872	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4,140	3,891	4,016	direct	XY	R1b	R1b1a1b1a1	0.08	0.980	lowcov				
NEO875	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4,091	3,880	3,986	direct	XY	I1	I1	0.18	0.986	0	1.2.1.2.2.1.2.3	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO92	Barhøj (Strøby Egede)	Denmark	NorthernEurope	Denmark_Neolithic	55.403	12.272	thisStudy	4,348	4,088	4,218	direct	XY	R1b	R1b1a1b1a1	0.61	0.993	0	1.2.1.3.1.1	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO737	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	55.225	11.303	thisStudy	4,236	3,985	4,111	direct	XY	R1b	R1b1a1b1a1	0.24	0.988	0	1.2.1.2.2.1.2.2	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO738	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	56.362	10.593	thisStudy	4,237	3,985	4,111	direct	XY	I2a	I2a1b1a2b	1.21	0.994	0	1.2.1.3.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO739	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	56.362	10.593	thisStudy	4,091	3,851	3,971	direct	XY	I2a	I2a1b1a2	1.88	0.994	0	1.2.1.3.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO861	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.576	12.275	thisStudy	4,234	3,987	4,111	direct	XX			0.38	0.992	0	1.2.1.3.1.6	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO860	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.576	12.275	thisStudy	3,835	3,498	3,667	direct	XY	R1b	R1b1a1b1a1	0.20	0.988	0	1.2.1.3.1.1	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO735	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	55.225	11.303	thisStudy	4,138	3,852	3,995	direct	XY	R1b	R1b1a1b1a1	0.67	0.994	0	1.2.1.3.1.4	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO934	Gammellung	Denmark	NorthernEurope	Denmark_Neolithic	54.876	10.784	thisStudy	3,966	3,701	3,834	direct	XX			0.08	0.978	lowcov;lowGpAvg				
NEO93	Strøby Ladeplads	Denmark	NorthernEurope	Denmark_BronzeAge	55.406	12.285	thisStudy	3,836	3,639	3,738	direct	XY	I1	I1	1.98	0.995	0	1.1.2.3.1.7	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO857	Lollikehuse	Denmark	NorthernEurope	Denmark_BronzeAge	55.758	12.007	thisStudy	3,819	3,516	3,668	direct	XY	I1	I1	0.04	0.972	lowcov;lowGpAvg				
NEO752	Madesø	Denmark	NorthernEurope	Denmark_BronzeAge	55.621	11.331	thisStudy	3,814	3,483	3,649	direct	XY	R1b	R1b1a1b1a1a1b	2.09	0.995	0	1.2.1.3.1.5	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO815	Vasagård	Denmark	NorthernEurope	Denmark_BronzeAge	55.055	14.885	thisStudy	3,560	3,387	3,474	direct	XY	I1	I1	0.11	0.981	contNuc_5pct				
NEO563	Bybjerg	Denmark	NorthernEurope	Denmark_BronzeAge	55.76	11.798	thisStudy	3,450	3,260	3,355	direct	XY	I1	I1	0.81	0.994	0	1.1.2.3.1.5	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO951	Klæsterupholm Mose	Denmark	NorthernEurope	Denmark_BronzeAge	57.29	10.033	thisStudy	3,446	3,166	3,306	direct	XX			0.45	0.994	0	1.2.1.3.1.8	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO590	Magleø	Denmark	NorthernEurope	Denmark_BronzeAge	55.34	11.161	thisStudy	3,375	3,219	3,297	direct	XY	I1a	I1a2a1	1.01	0.995	0	1.1.2.3.1.6	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO946	Hove Å	Denmark	NorthernEurope	Denmark_BronzeAge	55.708	12.25	thisStudy	3,322	2,967	3,145	direct	XY	R1b	R1b1a1b1a1a1b	1.24	0.995	0	1.1.2.3.1.8	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO18	Hanaskede	Sweden	NorthernEurope	Sweden_Mesolithic	58.391	13.558	thisStudy	10,188	9,561	9,875	direct	XY	I2a	I2a1a	3.70	0.996	0	4.1.2.1.4	Sweden_10000BP_7500BP	Europe_15000BP_4000BP	HG_EuropeE
NEO27	Bredgården	Sweden	NorthernEurope	Sweden_Mesolithic	57.742	13.403	thisStudy	9,893	9,492	9,693	direct	XY	I2a	I2a1a	3.32	0.995	0	4.1.2.1.5	Sweden_10000BP_7500BP	Europe_15000BP_4000BP	HG_EuropeE
NEO679	Skateholm I	Sweden	NorthernEurope	Sweden_Mesolithic	55.386	13.481	thisStudy	7,148	6,665	6,907	direct	XX			0.16	0.985	0	4.2.1.2.8	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO260	Evensås	Sweden	NorthernEurope	Sweden_Mesolithic	58.246	11.492	thisStudy	5,913	5,731	5,822	direct	XY	I2	I2	4.70	0.997	0	4.2.1.1.3	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO46	Ängdala	Sweden	NorthernEurope	Sweden_Neolithic_FBC	55.588	13.113	thisStudy	5,650	5,477	5,564	direct	XX			0.10	0.981	lowcov				
NEO36	Hindby mosse	Sweden	NorthernEurope	Sweden_Neolithic_FBC	55.565	13.036	thisStudy	5,311	4,882	5,097	direct	XX			2.38	0.994	0	2.4.1.1.1.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO39	Hindby mosse	Sweden	NorthernEurope	Sweden_Neolithic_FBC	55.565	13.036	thisStudy	5,279	4,869	5,074	direct	XY	I2a	I2a1a2	0.17	0.987	0	2.4.1.2.1.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO38	Hindby mosse	Sweden	NorthernEurope	Sweden_Neolithic_FBC	55.565	13.036	thisStudy	5,278	4,864	5,071	direct	XX			0.09	0.980	lowcov;lowGpAvg				
NEO259	Frälsegården	Sweden	NorthernEurope	Sweden_Neolithic_Megalithic	58.164	13.454	thisStudy	5,045	4,874	4,960	direct	XY	I2a	I2a1a	0.05	0.969	lowcov;lowGpAvg				
NEO44	Dösemarken	Sweden	NorthernEurope	Sweden_Neolithic_BAC	55.564	12.946	thisStudy	4,519	4,253	4,386	direct	XX			0.10	0.982	0	1.2.1.2.2.1.2.2	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO51	Kastanjegården	Sweden	NorthernEurope	Sweden_Neolithic_BAC	55.555	13.023	thisStudy	4,425	4,256	4,341	direct	XX			0.65	0.994	0	1.2.1.4.1.1	Scandivia_4600BP_3800BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO220	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	4,090	3,882	3,986	direct	XY	I1	I1	0.57	0.994	0	1.1.2.3.2.1	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO223	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	4,085	3,850	3,968	direct	XY	I1	I1	0.05	0.968	lowcov;lowGpAvg				
NEO227	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	4,066	3,781	3,924	direct	XY	I1	I1	0.13	0.986	0	1.1.2.3.2.1	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO224	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	4,062	3,776	3,919	direct	XX			0.16	0.988	0	1.1.2.3.2.2	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO228	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	3,981	3,700	3,841	direct	XY	I1	I1	0.17	0.988	0	1.1.2.3.1.3	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO226	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	3,870	3,651	3,761	direct	XX			0.45	0.988	contMT_5pct				
NEO225	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	3,850	3,645	3,748	direct	XX			4.59	0.998	0	1.1.2.3.1.2	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO221	Falköping 5	Sweden	NorthernEurope	Sweden_Neolithic	58.166	13.573	thisStudy	3,824	3,571	3,698	direct	XY	R1a	R1a1a1b1a2b	0.06	0.975	contMT_5pct;lowcov;lowGpAvg				
NEO261	Sillvik	Sweden	NorthernEurope	Sweden_Neolithic	57.736	11.744	thisStudy	4,062	3,728	3,895	direct	XY	I1	I1	2.75	0.997	0	1.1.2.3.1.4	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO52	Vattenledningen	Sweden	NorthernEurope	Sweden_Neolithic	55.503	13.009	thisStudy	3,885	3,646	3,766	direct	XY	R1b	R1b1a1b1a1	0.11	0.983	0	1.2.1.2.2.1.1.4	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO17	Hummervikholmen	Norway	NorthernEurope	Norway_Mesolithic	58.064	7.743	thisStudy	9,286	9,007	9,147	direct	XY	I2	I2	1.10	0.994	0	4.1.2.2.1	Norway_9300BP_4300BP	Europe_15000BP_4000BP	HG_EuropeE
NEO306	Sope	Estonia	NorthernEurope	Estonia_Neolithic_CWC	59.408	27.026	thisStudy	4,573	4,423	4,498	direct	XX			2.42	0.996	0	1.2.3.2.1.2	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO307	Zvejnieki	Latvia	NorthernEurope	Latvia_Mesolithic	57.775	25.229	thisStudy	7,571	7,340	7,456	direct	XY	I2a	I2a1b1a2	0.46	0.992	0	4.2.3.2.5	Baltic_8300BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO655	Vlasac	Serbia	CentralEasternEurope	Serbia_Mesolithic	44.5355833	22.0444444	thisStudy	8,974	8,378	8,676	context	XX			0.23	0.987	0	2.3.3.1.8	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO657	Vlasac	Serbia	CentralEasternEurope	Serbia_Mesolithic	44.5355833	22.0444444	thisStudy	8,974	8,378	8,676	direct	XX			0.12	0.981	contMT_5pct				
NEO677	Vlasac	Serbia	CentralEasternEurope	Serbia_Mesolithic	44.5355833	22.0444444	thisStudy	8,974	8,378	8,676	direct	XY	R1b	R1b1a	0.31	0.985	contNuc_5pct				
NEO658	Lepenski Vir	Serbia	CentralEasternEurope	Serbia_Mesolithic	44.5355833	22.0444444	thisStudy	8,974	8,378	8,676	context	XX			0.56	0.992	0	4.2.3.1.3	EuropeE_8600BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO669	Lepenski Vir	Serbia	CentralEasternEurope	Serbia_Mesolithic	44.5555278	22.02742	thisStudy	10,250	9,350	9,800	context	XX			0.24	0.989	0	4.2.3.1.1	EuropeE_8600BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO672	Schela Cladovei	Romania	CentralEasternEurope	Romania_Mesolithic	44.635	22.66	thisStudy	8,987	8,641	8,814	direct	XX			0.40	0.990	0	4.2.3.3.1	Romania_8800BP	Europe_15000BP_4000BP	HG_EuropeW
NEO671	Schela Cladovei	Romania	CentralEasternEurope	Romania_Mesolithic	44.635	22.66	thisStudy	8,855	8,462	8,659	direct	XY	R1b	R1b	0.15	0.983	contNuc_5pct				
NEO674	Baile Herculane	Romania	CentralEasternEurope	Romania_Neolithic	44.896	22.428	thisStudy	5,702	5,477	5,590	direct	XY	I2a	I2a1b	0.24	0.989	0	2.3.3.1.9	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO130	Dezsk	Hungary	CentralEasternEurope	Hungary_Neolithic_Koros	46.251	20.259	thisStudy	7,924	7,681	7,803	direct	XX			0.10	0.980	lowGpAvg				
NEO137	Hödmezövasarhely Kotac	Hungary	CentralEasternEurope	Hungary_Neolithic_Koros	46.418	20.33	thisStudy	7,672	7,512	7,592	direct	XX			0.20	0.987	0	2.3.3.1.3	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO149	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	7,159	6,797	6,978	direct	XY	I	I	0.08	0.976	lowcov;lowGpAvg				
NEO145	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,840	6,657	6,749	direct	XX			0.22	0.989	0	2.3.3.1.6	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO147	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,888	6,560	6,724	direct	XX			0.28	0.990	0	2.3.3.1.7	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO140	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,795	6,637	6,716	direct	XY	H	H	0.15	0.985	0	2.3.3.1.4	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO143	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,744	6,568	6,656	direct	XY	J2a	J2a	0.06	0.972	lowcov;lowGpAvg				
NEO142	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,746	6,504	6,625	direct	XX			0.90	0.993	0	2.3.3.1.5	EuropeEW_8500BP_6500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO148	Gorzsa Cukormajor	Hungary	CentralEasternEurope	Hungary_Neolithic_Tisza	46.369	20.424	thisStudy	6,735	6,489	6,612	direct	XX			0.07	0.977	lowcov;lowGpAvg				
NEO128	Vedrovice	CzechRepublic	CentralEasternEurope	Czech_Neolithic_LBK	49.021	16.38	thisStudy	7,271	7,011	7,141	direct	XY	G	G	0.06	0.969	lowcov;lowGpAvg				
NEO641	Slonowice	Poland	CentralEasternEurope	Poland_Neolithic_FBC	50.267	20.45	thisStudy	5,289	4,974	5,132	direct	XX			0.26	0.990	0	2.3.2.1	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
NEO640	Slonowice	Poland	CentralEasternEurope	Poland_Neolithic_FBC	50.267	20.45	thisStudy	4,964	4,836	4,900	direct	XY	G2a	G2a2b2a	0.20	0.988	0	2.4.1.2.1.4	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO527	Voloshskoe	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.305	35.136	thisStudy	11,110	10,738	10,924	direct	XX			0.08	0.978	lowcov;lowGpAvg				
NEO545	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11,070	10,588	10,829	direct	XY	I	I	0.04	0.968	lowcov;lowGpAvg				
NEO494	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11,069	10,412	10,741	direct	XY	R1	R1	0.06	0.971	lowcov;lowGpAvg				
NEO492	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10,721	10,588	10,655	context	XY	I2a	I2a1b	0.05	0.973	lowcov;lowGpAvg				
NEO496	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10,721	10,588	10,655	context	XY	GHIJK	GHIJK	0.01	0.953	lowcov;lowGpAvg				
NEO497	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	10,721	10,588	10,655	context	XY	R1a	R1a	0.09	0.978	lowcov;lowGpAvg				
NEO550	Vasilevka-I	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	48.2	35.216	thisStudy	11,320	10,752	11,036	context	XX			0.03	0.965	lowcov;lowGpAvg				
